link,jobPostNumber,score,date,designation,country,city,jobPostText
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,148,9,2026-06-14,AI Scientist,India,Unknown,"
AI Scientist


KnowDis.ai

 AI Scientist [MS/PhD] - KnowDis.AIDesign, develop, and deliver production AI solutions across e-commerce, banking, finance, and education domains, working with text, structured data (tables, graphs), and images. Apply AI fundamentals (probabilistic modeling, optimization, learning, inference, evaluation) alongside cutting-edge paradigms (reasoning agents, prompt optimization, self-improving systems) to tackle novel problems creatively. Collaborate proactively with developers, engineers, and researchers, taking ownership from concept to deployment while meeting tight deadlines. Join one of India's strongest AI teams with deep IIT partnerships and production systems at scale.

Link:
                                https://knowdis.ai
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,149,9,2026-06-14,AI Scientist,Unknown,Unknown,"
AI Scientists at MoleculeAI


MoleculeAI

 AI Scientist [MS/PhD] - MoleculeAIWork with chemists to design and develop novel drug molecules for treating diseases, applying AI to protein and molecular data represented as sequences and 3D structures. Apply AI fundamentals (probabilistic modeling, optimization, learning, inference, evaluation) alongside cutting-edge paradigms (reasoning agents, prompt optimization, self-improving systems) to solve hard computational and pattern recognition problems, with willingness to learn physical modeling of molecular structures. Collaborate proactively across AI developers, engineers, researchers, and expert chemists, taking ownership from concept to delivery while meeting tight deadlines. Join a multidisciplinary team where biophysics meets deep learning and cutting-edge AI techniques to build novel architectures grounded in first principles.

Link:
                                https://moleculeai.com
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,150,9,2026-06-14,Machine Learning Research Intern,Unknown,Unknown,"
Machine Learning Research Intern (Summer 2026)


Scale AI

 At Scale, our Machine Learning Research team is focused on building the foundation for the next generation of AI systems—pushing the boundaries of what’s possible with frontier models while ensuring safety, reliability, and alignment at every step. Our work spans across generative AI, advanced post-training methods, scalable oversight, synthetic data pipelines, red teaming, and evaluation science.We are developing a large-scale hybrid human-machine system to power machine learning pipelines for dozens of industry-leading customers. These models and systems form the backbone of Scale’s long-term strategy, enabling billions of tasks monthly and supporting some of the most complex and advanced use cases in the AI ecosystem.You’ll be working on a combination of deeply technical ML applications in production and cutting-edge research problems, with the opportunity to collaborate with leading research teams across industry and academia.
                                
                                
Link:
                                https://grnh.se/21idj7wi5us
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,151,9,2026-06-14,大模型算法工程师,China,Unknown,"
通义点金 Qwen DianJin | 阿里云金融大模型 Fin


通义点金 | Qwen DianJin

 通义点金团队｜阿里云金融大模型大模型算法工程师｜全职 / 校招生 / 实习生招聘我们正在招募对大模型（特别是多模态大模型）充满热情的你加入通义点金团队，共同打造行业领先的金融大模型能力。无论你是经验丰富的算法专家，还是希望快速成长的校招生与实习生，只要渴望在前沿 AI 技术落地中展现价值，我们都欢迎你的加入。【岗位职责】• 主导或参与金融大模型的 post-training 工作，包括数据清洗、模型蒸馏与对齐、模型量化、行业能力增强等。• 提升模型在金融任务中的性能，确保在真实业务场景中具备更高准确性、鲁棒性与可控性。• 具备产品化思维，能够协同产品与工程团队推进模型方案落地，必要时支持客户现场的算法架构设计与实施（全职）。• 设计并实现高效的大模型优化策略，跟踪最新行业研究与技术趋势。• 参与模型部署、性能监控与迭代反馈机制建设，推动模型全链路优化。• 产出清晰的技术文档、研究报告，并与团队和业务方保持有效沟通。【任职要求（全职）】• 计算机、人工智能等相关专业硕士或博士学历。• 至少 3 年大模型优化或相关方向经验。• 熟练掌握 Python，熟悉 PyTorch/TensorFlow 等深度学习框架。• 熟悉 post-training 技术，包括数据清洗、模型蒸馏、模型对齐、模型量化等。• 有 SFT、PPO、RLHF 等训练经验。• 加分项：在大模型、NLP、多模态方向发表过论文；有大型 AI 项目落地经验。【校招生 / 实习生要求】• 对大模型和多模态技术方向有强烈兴趣，愿意深度投入训练与优化工作。• 熟悉深度学习基础知识，并掌握至少一种深度学习框架。• 在大模型、NLP、CV、多模态等方向有课程项目、科研、竞赛或开源经历者优先。• 实习生需保证至少 3 个月实习周期，可长期实习者优先。【我们能提供】• 参与阿里云金融大模型核心能力建设，直接影响行业客户的真实场景。• 与顶尖算法专家共事，并获得完备的大模型训练、优化、部署链路经验。• 接触最前沿的大模型研究方向。• 具有竞争力的薪资、完善的成长路径与资源支持。【简历投递】请发送至：yandi.zj@alibaba-inc.com邮件标题建议格式：姓名－全职/校招/实习期待你加入通义点金，与我们一起推动金融行业进入智能新阶段。
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,153,9,2026-06-14,AI Researcher,Unknown,Unknown,"
Client Technology AI Researcher


EY GDS

 We are seeking a highly motivated Applied AI Researcher to join our team. The ideal candidate will evaluate and experiment with emerging Artificial Intelligence (AI) technologies, developing Proofs of Concept (POCs) utilizing cutting-edge AI and Generative AI (GenAI) technologies, including agentic AI.Your key responsibilitiesStay up to date on the state-of-the-art in large language models (LLMs) and agentic approaches.Evaluate and experiment with emerging AI technologies to identify potential applications and innovations.Develop and implement Proofs of Concept (POCs) using Generative AI and agentic AI technologies with advanced AI frameworks, including AutoGen and LangGraph.Collaborate with cross-functional teams to propose improved AI methods and solutions for implementing into existing products and platformsWrite internal white papers as well as research papers for submission into premier AI conferences and workshops.Skills and attributes for successMaster’s degree /Ph.D. in a relevant field Deep technical expertise in Generative AI and agent frameworks such as AutoGen and LangGraph with an ability to quickly develop AI prototypes.Experience building multi-agent systems using LangChain/LangGraph and familiarity with observability tools like LangSmith.Solid understanding of basic and advanced Retrieval-Augmented Generation (RAG) techniques.Strong programming skills in Python as well as knowledge of frameworks like TensorFlow, PyTorch is requiredPreferred experience with fine-tuning Small Language Models (SLMs).Ability to communicate technical matters clearly and effectively to both technical and non-technical audience
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,154,9,2026-06-14,Research Interns,Unknown,Unknown,"
Research Interns


SenseTime

 We have several openings for student interns, if you have any experience or interest in multimodal models for image/video understanding & retrieval, and building human-collaborative multimodal system for AI model training, contact me via WeChat: Robert0812vx or drop me an email. Let's grab a coffee and chat！
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,155,9,2026-06-14,Postdoctoral Researcher,China,Tianjin,"
中科大智能系统的安全、优化与仿真博后


中国科学技术大学

 从事自动驾驶与机器人等智能系统场景的安全，测试，仿真，算法优化等工作
                                
                                
Link:
                                https://mp.weixin.qq.com/s/pMQVBfPMJzQnITo5I3Ju4A
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,156,9,2026-06-14,Engineer,Unknown,Unknown,"
Bytedance Seed LLM/VLM Post Training Algorithm/Engineer/Infra Intern


Bytedance

 Bytedance SeedLLM & VLM post training group. Verl & VeOmni Group.Hiring Algorithm/Engineering/Infra for LLM/VLM/UMM/VLA/DiT focusing on multimodal learning,image video generation,embodied ai, GUI agent,world model.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,158,9,2026-06-14,讲师/副教授/教授,China,Shanghai,"
讲师/副教授/教授


上海大学

 上海大学模式识别与计算机视觉团队诚邀人工智能领域青年学术骨干加盟 团队负责人：教育部长江学者 曾丹 教授研究方向：人工智能、工业智能化、智能健康等项目充足：国家重点研发、国自然、省部级项目在研，经费稳定 你关心的我们都有：📍 上海坐标，科研 + 产业资源丰富     🏫 211 高校平台，长江学者团队加持😌 无非升即走压力，安心做科研联系方式：赵老师：zhaokai@shu.edu.cn          曾老师：dzeng@shu.edu.cn欢迎会议现场 / 会后邮件交流～
                                
                                
Link:
                                https://kaizhao.net
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,160,9,2026-06-14,大模型算法/应用工程师,China,Unknown,"
大模型算法/应用工程师


华为技术有限公司/引望智能技术有限公司

 1. 负责智能汽车领域智能座舱核心算法的前沿探索、架构设计与模型研发，重点包括但不限于：语音助手（含语音大模型与多模态交互）、个性化推荐系统、用户画像与记忆网络、计算机视觉（如DMS、OMS、手势识别）等。​2. 参与上述算法的云服务开发、端云协同架构设计与工程化落地。持续进行系统性能分析、调优，确保高并发、低延迟的服务体验，并推动技术成果在量产车型中的应用。​3. 与产品、硬件、软件工程等团队紧密合作，参与业务需求分析、技术方案制定及全流程落地，确保技术方案有效赋能产品体验。
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,161,9,2026-06-14,Postdoctoral Researcher,Luxembourg,Luxembourg,"
Postdoctoral Researcher in Artificial Intelligence for Autonomous Systems


University of Luxembourg

 See details here: https://recruitment.uni.lu/en/details.html?nPostingId=113598&nPostingTargetId=160504&id=QMUFK026203F3VBQB7V7VV4S8&LG=UK&languageSelect=UK&sType=Social%20Recruiting&mask=karriereseiten
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,162,9,2026-06-14,Intern/Engineer,China,Unknown,"
多模态VLM与世界模型实习生/工程师


WeRide

 🚗🤖 VLM & World-Model Builders wanted!We’re racing to make self-driving cars and embodied robots that see, speak and simulate the future. Need PhD/MSc interns or full-timers who hack on:• Multimodal VLMs • Generative world models • Sim-to-real magic1 cool repo / paper = ticket in. GPUs, real vehicles, and robot arms waiting.🚗🤖 招自动驾驶+具身智能小伙伴！我们要让车和机器人“睁眼”看世界、“脑补”未来。缺人搞：多模态VLM、世界模型、仿真。硕博实习/正式均可，一篇酷论文或repo就能上车！GPU管够，真车真臂随便玩。
                                
                                
Link:
                                微信号： 13186993071
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,163,9,2026-06-14,Robot Perception Algorithm Researcher,Unknown,Unknown,"
Robot Perception Algorithm Researcher


Knowin AI（诺因智能）

 Job Responsibilities1. Lead the R&D and optimization of core monocular/binocular depth perception algorithms, tackle key technologies for high-precision depth estimation, and drive performance breakthroughs in robot perception systems.2. Take charge of designing multi-sensor perception systems for robots, build efficient and stable depth perception pipelines, and realize innovative applications of multi-sensor calibration and fusion technologies.3. Track cutting-edge research in depth estimation and perception fields, lead technology transformation and product implementation, and promote the patenting and academic publication of achievements.Job Requirements1. Master‘s degree or above in Computer Science, Electronics, Automation, Robotics or related majors; PhD preferred. Publications in top conferences/journals such as CVPR/ICCV/ECCV, NeurIPS/ICLR are preferred, as well as awards in programming competitions.2. Solid foundation in computer vision and deep learning, proficient in the full process of depth estimation algorithms, and familiar with the principles and toolchains of multi-sensor calibration and fusion.3. Proficient in Python/C++, PyTorch/TensorFlow and OpenCV. Experience in CUDA acceleration and engineering deployment is preferred; familiarity with ROS/ROS2 and sensor integration is a plus.4. Experience in depth perception and sensor fusion engineering for robot platforms; experience in embedded/robot-side algorithm deployment is preferred. Ability to balance scientific research and engineering implementation.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,165,9,2026-06-14,Deep Learning Model Deployment Researcher,Unknown,Unknown,"
Deep Learning Model Deployment Researcher


Knowin AI（诺因智能）

 Job Responsibilities1. Lead the R&D of core technologies for end-side deployment of deep learning models, realize efficient model implementation based on C/C++ and CUDA programming, and overcome end-side performance bottlenecks.2. Adopt technologies such as model compression, quantization, pruning and PTQ/QAT to optimize inference performance and storage, while ensuring stable model accuracy.3. Optimize the entire model inference process, including memory management, computation acceleration and hardware adaptation, to ensure efficient and stable operation of models on embedded and edge platforms.Job Requirements1. Master‘s degree or above in Computer Science, Electronics, Automation, Artificial Intelligence or related majors; PhD preferred. Experience in end-side model deployment is a plus.2. Proficient in C/C++ and CUDA programming, with solid foundation in deep learning and model inference principles, familiar with common frameworks such as PyTorch/TensorFlow.3. Familiar with model optimization technologies (compression, quantization, pruning, PTQ/QAT) and inference acceleration tools, with experience in embedded/edge platform deployment preferred.4. Strong engineering capabilities and problem-solving skills, able to adapt models to different hardware and optimize inference efficiency, with experience in robot/edge device deployment a bonus.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,166,9,2026-06-14,Multimodal Large Model Algorithm Researcher,Unknown,Unknown,"
Multimodal Large Model Algorithm Researcher


Knowin AI（诺因智能）

 Job Responsibilities1. Lead the full-process training of large language/multimodal models, tackle RL preference alignment technologies such as SFT and PPO/GRPO, improve model instruction following and safety, and adapt to vertical domain scenario requirements.2. Construct high-quality multimodal training datasets, explore synthetic data generation technologies, drive model performance iteration through data optimization, and build quantitative evaluation systems.3. Realize private deployment and service-oriented packaging of models, adopt inference acceleration technologies such as quantization and vLLM, and optimize memory usage and response speed.Job Requirements1. Bachelor‘s degree or above in Computer Science, Artificial Intelligence, Mathematics or related majors. Awards in programming competitions are preferred; familiarity with new technologies such as MoE and long context is a plus.2. Proficient in Python and PyTorch framework, familiar with open-source model architectures such as Llama, Qwen and DeepSeek, with practical experience in SFT process; experience in DeepSpeed distributed training is preferred.3. Understand the principles of multimodal models, have experience related to image-text/video stream processing models, and familiarity with model conversion and quantitative deployment tools is preferred.4. Strong engineering implementation capabilities, able to solve business problems based on Prompt Engineering or Agent architecture, sensitive to new technologies and with strong rapid reproduction capabilities.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,169,9,2026-06-14,多模态算法研究员,Unknown,Unknown,"
多模态算法研究员


light robotics

 我们正在寻找一位对视觉-语言-动作模型充满热情的高级算法专家。你将作为核心成员，参与构建和优化下一代具身智能模型。你的工作将直接推动我们先进的 VLA 模型从研究走向大规模应用，解决机器人、自动驾驶和通用智能体等领域的复杂决策与控制问题。主要职责· 模型研发与创新：负责前沿 VLA/VLM/LLM 模型的架构设计、实现与调优。深入探索多模态表示学习、指令跟随、规划与控制的一体化算法。· 大规模分布式训练：主导并实施 VLA 模型的大规模分布式训练，高效管理海量多模态数据集，优化训练流程，显著提升训练效率和模型性能。· 技术栈建设与优化：构建和维护高效、可扩展的模型训练与评估框架，集成和优化主流训练工具（如 Megatron-LM, FSDP, VeRL 框架等）。· 算法工程化：将研究原型转化为稳定、高性能的生产级代码，并与工程团队紧密合作，完成模型的部署与迭代。· 前沿跟踪与实验：持续跟踪 VLA 和具身智能领域的最新进展（如OpenVLA, RT-2， Qwen2VL等模型），通过系统的实验验证新方法的有效性。任职要求· 必需项：  · 本科学历，计算机科学、人工智能、机器人学或相关领域。  · 深厚的模型经验：对 VLM（视觉语言模型）和 LLM（大语言模型）的原理有深刻理解，并至少熟悉 OpenVLA、RT-1/RT-2、π 0，Qwen2vl 等 VLA 模型中的一个，或有相关项目开发经验。  · 大规模训练专家：拥有大规模分布式模型训练（百亿参数以上） 的实战经验，精通数据并行、模型并行、流水线并行等优化策略。  · 框架精通：熟练掌握 Megatron-LM、DeepSpeed、Fsdp 等至少一个主流大规模训练框架。  · 出色的编程能力，精通 Python 和 PyTorch。  · 具备优秀的分析问题和解决问题的能力，能够独立开展研究并推动项目进展。· 优先考虑项：  · 有使用 Verl、RLinf、等强化学习框架对语言/视觉模型进行对齐（RLHF/RLAIF）或策略优化的经验。  · 在机器人学、自动驾驶、强化学习或具身智能领域有实际项目经验。  · 在顶级会议（NeurIPS， ICML， ICLR， CVPR， ICCV， RSS， CoRL等）上有相关领域的论文发表。  · 熟悉多模态数据（图像、视频、文本、动作序列）的预处理和高效加载技术。
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,172,9,2026-06-14,Robot Navigation Algorithm Researcher,Unknown,Unknown,"
Robot Navigation Algorithm Researcher


Knowin AI（诺因智能）

 Job Responsibilities1. Lead the R&D of core algorithms for robot autonomous navigation, tackle key technical challenges such as SLAM, high-precision path planning, and obstacle avoidance in complex scenarios, and drive breakthroughs in navigation system performance.2. Explore the innovative application of cutting-edge technologies such as multi-sensor fusion navigation and Neural Radiance Field (NeRF) SLAM in the robotics field, and improve the localization and navigation robustness in complex dynamic scenarios.3. Track global cutting-edge trends in navigation algorithms, lead technology pre-research and innovative practices, and promote the upgrade of the team’s navigation technical capabilities and the core competitiveness of products.Job Requirements1. Master‘s degree or above in Computer Science and Technology, Control Engineering, Surveying and Mapping Engineering, Robotics Engineering, or other related majors. Candidates with awards in programming competitions (such as ACM, ICPC, Mathematical Modeling Competitions, etc.) are preferred.2. Proficient in the core algorithm principles of SLAM, path planning, obstacle avoidance and navigation, with a solid foundation in probability theory, mathematical statistics and control theory. Candidates with relevant technical research or project experience are preferred.3. Skilled in C/C++ and Python programming languages, familiar with ROS/ROS2 operating system and related navigation ecosystem tools, and possess excellent algorithm engineering implementation capabilities.4. Strong abilities in independent R&D, technical exploration and cross-team collaboration, and a strong passion for technological innovation in the robot navigation field.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,173,9,2026-06-14,研究工程师或实习生,Unknown,Unknown,"
患者管理系统（World Model）Leader 研究工程师或实习生


海心智慧/康龙化成

 我们正在构建面向肿瘤等慢病场景的下一代患者管理系统，目标是让 AI Agent 能够理解患者状态、预测病程变化，并对随访与干预进行规划与协同。该岗位将负责系统的核心基础能力之一：世界模型（World Model），即对患者状态—事件—时间演化进行统一建模，为后续决策、预警与闭环管理提供可计算底座。工作职责	•	设计并实现以患者为中心的 World Model：状态表示、事件建模、转移与更新机制	•	构建病程轨迹建模与预测能力（trajectory modeling / forecasting），覆盖症状、不良反应、依从性、复诊检查等关键维度	•	支持下游能力：智能体规划、分级触发、干预策略生成、多智能体协同与审计	•	搭建离线/在线评测体系，关注鲁棒性、可解释性、安全性与真实场景效果指标任职要求	•	机器学习 / NLP / 序列建模基础扎实	•	熟练使用 Python + PyTorch（或同等框架）完成训练、评估与工程实现	•	具备良好的系统思维与工程质量意识，能够把研究问题落到可运行的系统中加分项	•	有世界模型、强化学习/决策、时间序列预测、因果建模、Agent 系统相关经验	•	熟悉临床数据/EHR、医疗文本抽取、患者旅程建模或真实医疗场景	•	有顶会/期刊发表经历（AAAI/NeurIPS/ICML/ACL/EMNLP/MLHC/AMIA 等）或上线经验	•	具备医疗相关背景：临床医学/护理/药学/公卫/生物医学工程等学习或工作经历，理解诊疗流程、随访路径与患者管理体系（如肿瘤全病程、慢病管理、COC/MDT等）者优先你将获得	•	参与真实医疗场景的高价值系统建设，兼具研究深度与产品落地	•	支持论文产出与基准构建（在合规前提下）	•	与跨学科团队合作，推动世界模型在医疗管理中的可用、可靠与可审计
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,175,9,2026-06-14,Machine Learning Engineer,United Kingdom,Cambridge,"
Machine Learning Engineer


Cambridge Visual Intelligence Lab

 About UsWe are a machine learning startup founded by researchers from the University of Cambridge and backed by VCs from Silicon Valley and Berlin. Our mission is to build cutting-edge visual intelligence technologies across multiple domains, including chart understanding, document AI, graphics modeling, and multimodal generative systems. Our first product is a state-of-the-art chart and plot data extraction system, converting scientific and financial figures into accurate, structured data. We are expanding our team with a strong Machine Learning Engineer to help build this system and contribute to future visual intelligence research directions. Requirements•	Master’s or doctoral degree in computer science, AI, or related technical field.•	Strong Python engineering skills and experience with PyTorch.•	Experience training computer vision models (CNNs, Transformers, diffusion models, segmentation, detection, OCR, or generative models).•	Familiarity with backend development (FastAPI/Flask, Docker, REST APIs).•	Ability to work independently in a fast-paced startup environment.•	Curiosity and willingness to learn new visual intelligence domains.•	Nice to have: Peer-reviewed publications in machine learning, computer vision, or graphics. What We Offer•	Competitive salary + potentially meaningful equity.•	Chance to work directly with Cambridge researchers and founders.•	Opportunity to influence the technical direction of a new visual intelligence lab.•	Flexible remote work with strong autonomy and high impact.•	Exposure to both applied engineering and advanced research directions.




"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,177,9,2026-06-14,PhD Student,Unknown,Boston,"
PhD Students & Postdocs


Northeastern University

 ML/AI for autism and clinical health sciences. We pursue audio/speech and multimodal machine learning, including LLM-based models, to enhance communication with autistic individuals and those with complex neurodevelopmental differences. Multiple fully funded positions available for top candidates. Must have excellent written and spoken communication skills, a desire to publish in top conferences/journals, and a commitment to cutting-edge human-centered science. Postdocs must have a strong publication record.
                                
                                
Link:
                                nddlab.sites.northeastern.edu
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,180,9,2026-06-14,Intern,Unknown,Unknown,"
2026 Summer Intern – MS/PhD – Perception


Motional

 The Perception Interns will support the development and evaluation of perception systems that enable intelligent understanding of the environment. This role involves working with multi-modal sensor data, computer vision models, Vision-Language models, and perception pipelines to improve detection, recognition, and tracking capabilities.
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,181,9,2026-06-14,Senior specialist - AI/ML Spatial Omics & Digital Pathology,Singapore,Singapore,"
Senior specialist - AI/ML Spatial Omics & Digital Pathology


MSD

 At our company, we are committed to becoming the premier, research-intensive biopharmaceutical company and are dedicated to providing leading innovations and solutions for today and the future. Our Research Scientists serve as the driving force behind our Innovations. We identify and target mechanisms or pathways involved in the disease process, and invent novel treatments/therapeutics to address unmet medical needs. This exceptionally COMPLEX task represents one of the most MULTIDISCIPLINARY endeavours in the field. INNOVATION also thrives at that intersection of multiple disciplines! In this role as a Senior Specialist, AI/ML Spatial Omics & Digital Pathology, you will have the opportunity to work at that intersection of disciplines to shape innovation in biomarker sciences, influence pipeline decisions, and contribute to a research-driven environment with industry-leading expertise. This role is within our Pathways, Biomarkers & Data Analytics team at our state-of-the-art research laboratory in Biopolis, Singapore.Check the link for more detail!
                                
                                
Link:
                                https://msd.wd5.myworkdayjobs.com/SearchJobs/job/SGP---Singapore---Singapore-Biomedical-Grove/Sr-Spclst---Data-Science_R376298
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,185,9,2026-06-14,Senior Deep Learning Researcher,Netherlands,Amsterdam,"
Senior Deep Learning Researcher / Engineer / PhD Internship positions


Qualcomm AI Research

 Qualcomm AI Research (Amsterdam office, onsite) has a few full-time and PhD internship openings for ML researchers and engineers.Senior Deep Learning Researcher:Generative Vision: https://careers.qualcomm.com/careers/job/446706379842Model Efficiency: https://careers.qualcomm.com/careers/job/446715660350Senior Machine Learning Engineer : https://careers.qualcomm.com/careers/job/446715028445Deep Learning PhD Research Internship (4 months, Model Efficiency): https://careers.qualcomm.com/careers/job/446715095913(note: there is no email address for applications but one was required to send this post. Apply through the links above instead!)
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,186,9,2026-06-14,PhD Student,Netherlands,Delft,"
PhD Opportunities (Fully Funded) 全奖PhD招生


TUDelft & HKUST

 PhD Opportunities (Fully Funded) 全奖PhD招生荷兰代尔夫特理工大学与香港科技大学联合培养PhD。实验室计算资源丰富，国际一流科研平台。研究方向：生成模型（CV），具身智能，脑解码，脑机接口，机器人/机械臂控制，人机交互。 可提前RA或实习。有意申请者可发送简历至 p.wang-2@tudelft.nl Joint program between Delft University of Technology (TU Delft) and The Hong Kong University of Science and Technology (HKUST).The lab offers abundant computational resources and an internationally leading research environment.Research areas include: Generative Models (Computer Vision), Embodied AI, Brain Decoding, Brain–Computer Interfaces (BCI), Robot/Robot Arm, Human–Computer Interaction (HCI).Interested applicants are welcome to send their CV to: p.wang-2@tudelft.nl
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-40th-annual-aaai-conference-on-artificial-intelligence-2026-job-opportunities/,187,9,2026-06-14,PhD Student,Australia,Clayton,"
Fully Funded PhD Positions at Monash University (Clayton) – VL4AI Lab


Monash University

 Several fully funded PhD positions are available at the VL4AI Lab (Vision & Language for Autonomous AI), Monash University, Clayton, led by A/Prof Hamid Rezatofighi. We are seeking outstanding candidates to work on one of the cutting edge topics such as embodied AI, agentic multimodal AI, neuro-symbolic AI, multimodal reasoning, 3D computer vision, and robotics.Research Areas	•	Embodied & agentic AI	•	Neuro-symbolic reasoning	•	Multimodal visual reasoning	•	Robot perception, 3D vision and SLAMWhy VL4AI @ Monash	•	Be part of a high-impact, diverse research group with expertise in vision, reasoning, and autonomous systems.	•	Work in an environment that values innovation, collaboration, and interdisciplinary research.	•	Access state-of-the-art computing resources, real robotics platforms, and strong industry and international collaborations.	•	Publication opportunities in top-tier venues (CVPR, ICCV, ECCV, NeurIPS, AAAI, ICRA, RSS etc).Candidate RequirementsWe invite high-performing applicants with:	•	A strong academic background (Master’s or Honours) in Computer Science, Robotics, AI, Machine Learning, Computer Vision, or a closely related field.	•	Excellent academic results (high GPA from a reputable university).	•	Demonstrated research potential; first-author publications in top-tier venues are strongly preferred.	•	Strong programming and mathematical foundations.	•	Excellent communication skills and the ability to work well in a team.Application DeadlineFriday, 20 February 2026How to ApplyPlease prepare the following and submit to the VL4AI admissions portal or via email to A/Prof Hamid Rezatofighi:	•	CV with academic history and contact details.	•	Research statement outlining interests and alignment with VL4AI themes.	•	Copies of transcripts.	•	Contact information for at least two referees.

Link:
                                https://vl4ai.erc.monash.edu
                                
                        



"
